season,team,conference,totalPlays,passingPlays,rushingPlays
2012,UCLA,Pac-12,910,464.99999999999994,430.0
2012,UMass,FBS Independents,431,247.0,181.0
2012,UNLV,Mountain West,780,401.99999999999994,366.0
2012,USC,Pac-12,757,421.0,327.0
2012,Utah,Pac-12,682,323.0,352.0
2012,Utah State,Mountain West,670,343.0,315.0
2012,UTEP,Conference USA,677,324.0,345.0
2012,UT San Antonio,Conference USA,595,284.0,300.0
2012,Vanderbilt,SEC,711,312.0,381.99999999999994
2012,Virginia,ACC,780,428.00000000000006,340.0
2012,Virginia Tech,ACC,880,427.0,435.0
2012,Wake Forest,ACC,626,348.0,273.0
2012,Washington,Pac-12,744,409.99999999999994,325.0
2012,Washington State,Pac-12,725,553.0,157.0
2012,Western Kentucky,Conference USA,725,307.0,408.0
2012,Western Michigan,Mid-American,751,441.00000000000006,299.0
2012,West Virginia,Big 12,792,427.0,353.0
2012,Wisconsin,Big Ten,812,304.0,499.0
2012,Wyoming,Mountain West,743,370.0,366.0
2013,Air Force,Mountain West,661,144.0,507.00000000000006
2013,Akron,Mid-American,735,372.0,354.0
2013,Alabama,SEC,613,288.0,314.0
2013,Appalachian State,Sun Belt,56,32.0,22.0
2013,Arizona,Pac-12,848,351.0,485.99999999999994
2013,Arizona State,Pac-12,861,421.0,418.0
2013,Arkansas,SEC,691,264.0,414.0
2013,Arkansas State,Sun Belt,812,328.0,469.0
2013,Army,FBS Independents,717,137.0,572.0
2013,Auburn,SEC,846,252.0,579.0
2013,Ball State,Mid-American,813,448.0,347.0
2013,Baylor,Big 12,723,332.0,378.0
2013,Boise State,Mountain West,808,388.0,404.0
2013,Boston College,ACC,708,235.00000000000003,453.0
2013,Bowling Green,Mid-American,768,323.0,429.0
2013,Buffalo,Mid-American,716,345.0,361.0
2013,BYU,FBS Independents,987,414.0,551.0
2013,California,Pac-12,768,480.0,270.0
2013,Central Michigan,Mid-American,591,289.0,292.0
2013,Cincinnati,American Athletic,813,406.0,400.0
2013,Clemson,ACC,746,365.0,368.0
2013,Coastal Carolina,Sun Belt,32,21.0,11.0
2013,Colorado,Pac-12,647,320.0,308.0
2013,Colorado State,Mountain West,914,433.0,459.99999999999994
2013,Connecticut,American Athletic,660,358.00000000000006,291.0
2013,Duke,ACC,878,416.0,450.00000000000006
2013,East Carolina,American Athletic,814,474.0,326.0
2013,Eastern Michigan,Mid-American,548,257.0,285.0
2013,Florida,SEC,722,284.0,426.0
2013,Florida Atlantic,Conference USA,690,292.0,387.0
2013,Florida International,Conference USA,552,246.0,295.0
2013,Florida State,ACC,616,318.0,282.0
2013,Fresno State,Mountain West,821,551.0,260.0
2013,Georgia,SEC,813,388.0,401.0
2013,Georgia Southern,Sun Belt,51,3.0,48.0
2013,Georgia State,Sun Belt,656,363.0,287.0
2013,Georgia Tech,ACC,724,174.0,539.0
2013,Hawai'i,Mountain West,822,459.00000000000006,356.0
2013,Houston,American Athletic,826,468.0,341.0
2013,Illinois,Big Ten,721,397.0,311.0
2013,Indiana,Big Ten,698,364.99999999999994,324.0
2013,Iowa,Big Ten,817,335.0,466.00000000000006
2013,Iowa State,Big 12,739,349.0,376.0
2013,Kansas,Big 12,668,281.0,375.0
2013,Kansas State,Big 12,711,279.0,418.99999999999994
2013,Kent State,Mid-American,692,312.0,370.0
2013,Kentucky,SEC,622,295.0,315.00000000000006
2013,Liberty,FBS Independents,110,54.0,54.0
2013,Louisiana,Sun Belt,714,275.0,431.0
2013,Louisiana Monroe,Sun Belt,675,399.0,273.0
2013,Louisiana Tech,Conference USA,766,415.0,334.0
2013,Louisville,ACC,701,346.0,335.0
2013,LSU,SEC,714,291.0,409.99999999999994
2013,Marshall,Conference USA,858,422.0,425.0
2013,Maryland,Big Ten,711,344.0,347.0
2013,Memphis,American Athletic,712,333.0,364.0
2013,Miami,ACC,666,321.0,332.0
2013,Miami (OH),Mid-American,542,226.0,309.0
2013,Michigan,Big Ten,776,358.0,401.00000000000006
2013,Michigan State,Big Ten,868,393.0,458.0
2013,Middle Tennessee,Conference USA,783,358.0,413.0
2013,Minnesota,Big Ten,780,254.0,511.0
2013,Mississippi State,SEC,758,361.0,387.00000000000006
2013,Missouri,SEC,903,414.0,471.0
2013,Navy,American Athletic,780,127.0,641.0
2013,NC State,ACC,783,367.0,400.0
2013,Nebraska,Big Ten,803,336.0,453.0
2013,Nevada,Mountain West,840,367.0,457.99999999999994
2013,New Mexico,Mountain West,596,138.0,450.0
2013,New Mexico State,FBS Independents,656,312.0,334.0
2013,North Carolina,ACC,831,407.0,413.0
2013,Northern Illinois,Mid-American,914,368.0,527.0
2013,North Texas,Conference USA,794,351.0,433.0
2013,Northwestern,Big Ten,792,336.0,433.0
2013,Notre Dame,FBS Independents,819,395.0,404.0
2013,Ohio,Mid-American,711,350.0,344.0
2013,Ohio State,Big Ten,727,279.0,438.99999999999994
2013,Oklahoma,Big 12,836,330.0,481.99999999999994
2013,Oklahoma State,Big 12,827,425.0,391.0
2013,Old Dominion,Conference USA,695,431.00000000000006,255.0
2013,Ole Miss,SEC,882,440.0,425.0
2013,Oregon,Pac-12,682,310.0,364.0
2013,Oregon State,Pac-12,818,533.0,271.0
2013,Penn State,Big Ten,776,358.0,403.00000000000006
2013,Pittsburgh,ACC,743,360.0,370.0
2013,Purdue,Big Ten,545,287.0,251.0
2013,Rice,Conference USA,901,314.0,572.0
2013,Rutgers,Big Ten,714,353.0,350.0
2013,San Diego State,Mountain West,827,404.0,415.00000000000006
2013,San José State,Mountain West,830,439.0,369.0
2013,SMU,American Athletic,757,505.99999999999994,234.99999999999997
2013,South Alabama,Sun Belt,773,355.0,396.99999999999994
2013,South Carolina,SEC,783,331.0,437.99999999999994
2013,Southern Mississippi,Conference USA,578,359.0,207.0
2013,South Florida,American Athletic,617,298.0,300.0
2013,Stanford,Pac-12,761,263.0,479.00000000000006
2013,Syracuse,ACC,729,315.0,406.0
2013,TCU,Big 12,741,388.99999999999994,339.0
2013,Temple,American Athletic,751,385.0,362.0
2013,Tennessee,SEC,626,285.0,328.0
2013,Texas,Big 12,873,384.0,468.0
2013,Texas A&M,SEC,759,390.0,360.0
2013,Texas State,Sun Belt,641,262.0,369.99999999999994
2013,Texas Tech,Big 12,955,609.0,324.0
2013,Toledo,Mid-American,746,323.0,404.0
2013,Troy,Sun Belt,781,417.99999999999994,352.0
2013,Tulane,American Athletic,718,347.0,358.0
2013,Tulsa,American Athletic,789,357.0,416.0
2013,UAB,Conference USA,632,289.0,328.0
2013,UCF,American Athletic,723,348.0,356.0
2013,UCLA,Pac-12,782,327.0,440.0
2013,UMass,FBS Independents,644,285.0,348.0
2013,UNLV,Mountain West,818,410.99999999999994,397.0
2013,USC,Pac-12,811,353.0,441.99999999999994
2013,Utah,Pac-12,759,349.0,393.0
2013,Utah State,Mountain West,818,396.0,404.0
2013,UTEP,Conference USA,625,224.0,392.0
2013,UT San Antonio,Conference USA,681,331.0,339.0
2013,Vanderbilt,SEC,739,327.0,397.00000000000006
2013,Virginia,ACC,812,418.0,379.0
2013,Virginia Tech,ACC,829,397.0,418.0
2013,Wake Forest,ACC,668,368.0,292.0
2013,Washington,Pac-12,818,365.0,439.0
2013,Washington State,Pac-12,808,621.0,170.0
2013,Western Kentucky,Conference USA,746,365.0,369.0
2013,Western Michigan,Mid-American,705,391.0,301.0
2013,West Virginia,Big 12,755,401.0,337.0
2013,Wisconsin,Big Ten,738,309.0,415.0
2013,Wyoming,Mountain West,743,391.00000000000006,349.0
2014,Air Force,Mountain West,945,210.0,716.0
2014,Akron,Mid-American,788,485.0,290.0
2014,Alabama,SEC,903,419.0,471.99999999999994
2014,Appalachian State,Sun Belt,724,307.0,409.0
2014,Arizona,Pac-12,1067,572.0,475.0
2014,Arizona State,Pac-12,816,411.0,385.0
2014,Arkansas,SEC,770,327.0,438.0
2014,Arkansas State,Sun Belt,921,440.0,470.0
2014,Army,FBS Independents,719,115.0,597.0
2014,Auburn,SEC,872,321.0,532.0
2014,Ball State,Mid-American,858,410.0,424.0
2014,Baylor,Big 12,949,472.0,459.0
2014,Boise State,Mountain West,982,443.0,522.0
2014,Boston College,ACC,844,250.0,582.0
2014,Bowling Green,Mid-American,1022,528.0,471.0
2014,Buffalo,Mid-American,712,340.0,366.0
2014,BYU,FBS Independents,947,492.00000000000006,445.0
2014,California,Pac-12,882,513.0,359.0
2014,Central Michigan,Mid-American,798,362.0,427.0
2014,Cincinnati,American Athletic,819,446.99999999999994,359.0
2014,Clemson,ACC,864,422.0,422.0
2014,Colorado,Pac-12,930,516.0,398.0
2014,Colorado State,Mountain West,725,395.0,318.0
2014,Connecticut,American Athletic,629,323.0,295.0
2014,Duke,ACC,853,419.0,415.0
2014,East Carolina,American Athletic,997,633.0,350.0
2014,Eastern Michigan,Mid-American,507,230.0,270.0
2014,Florida,SEC,748,299.0,428.99999999999994
2014,Florida Atlantic,Conference USA,528,247.0,270.0
2014,Florida International,Conference USA,630,261.0,357.0
2014,Florida State,ACC,909,496.0,389.0
2014,Fresno State,Mountain West,960,478.0,472.0
2014,Georgia,SEC,742,292.0,434.99999999999994
2014,Georgia Southern,Sun Belt,703,153.0,540.0
2014,Georgia State,Sun Belt,612,356.0,250.0
2014,Georgia Tech,ACC,925,206.0,708.0
2014,Hawai'i,Mountain West,787,388.0,386.0
2014,Houston,American Athletic,854,438.0,402.0
2014,Illinois,Big Ten,783,442.99999999999994,330.0
2014,Indiana,Big Ten,714,281.0,422.0
2014,Iowa,Big Ten,853,411.0,430.99999999999994
2014,Iowa State,Big 12,819,492.0,317.0
2014,Kansas,Big 12,722,342.0,371.0
2014,Kansas State,Big 12,772,407.0,347.0
2014,Kent State,Mid-American,668,418.0,240.0
2014,Kentucky,SEC,759,386.0,353.0
2014,Liberty,FBS Independents,137,68.0,67.0
2014,Louisiana,Sun Belt,797,342.0,437.0
2014,Louisiana Monroe,Sun Belt,851,546.0,285.0
2014,Louisiana Tech,Conference USA,733,371.00000000000006,349.0
2014,Louisville,ACC,868,431.0,423.0
2014,LSU,SEC,750,263.0,475.0
2014,Marshall,Conference USA,775,394.0,368.0
2014,Maryland,Big Ten,687,361.0,311.0
2014,Memphis,American Athletic,899,408.0,471.0
2014,Miami,ACC,757,378.0,364.0
2014,Miami (OH),Mid-American,796,493.0,293.0
2014,Michigan,Big Ten,670,307.0,349.99999999999994
2014,Michigan State,Big Ten,827,364.0,451.0
2014,Middle Tennessee,Conference USA,734,304.0,420.0
2014,Minnesota,Big Ten,786,258.0,516.0
2014,Mississippi State,SEC,903,416.0,474.0
2014,Missouri,SEC,928,421.0,490.99999999999994
2014,Navy,American Athletic,806,146.0,650.0
2014,NC State,ACC,742,368.0,362.0
2014,Nebraska,Big Ten,835,343.0,478.0
2014,Nevada,Mountain West,862,385.0,464.0
2014,New Mexico,Mountain West,677,146.0,526.0
2014,New Mexico State,FBS Independents,756,382.00000000000006,369.0
2014,North Carolina,ACC,899,473.0,417.0
2014,Northern Illinois,Mid-American,972,362.0,591.0
2014,North Texas,Conference USA,591,280.0,297.0
2014,Northwestern,Big Ten,860,445.0,401.0
2014,Notre Dame,FBS Independents,877,457.00000000000006,408.0
2014,Ohio,Mid-American,778,358.0,402.99999999999994
2014,Ohio State,Big Ten,933,384.0,537.0
2014,Oklahoma,Big 12,782,320.0,451.0
2014,Oklahoma State,Big 12,861,417.0,423.0
2014,Old Dominion,Conference USA,711,424.0,282.0
2014,Ole Miss,SEC,680,365.0,307.0
2014,Oregon,Pac-12,980,461.0,501.0
2014,Oregon State,Pac-12,778,439.0,321.0
2014,Penn State,Big Ten,892,505.0,363.0
2014,Pittsburgh,ACC,731,270.0,446.99999999999994
2014,Purdue,Big Ten,800,424.0,360.0
2014,Rice,Conference USA,826,329.0,484.0
2014,Rutgers,Big Ten,748,331.0,403.00000000000006
2014,San Diego State,Mountain West,829,358.0,452.0
2014,San José State,Mountain West,730,376.0,344.0
2014,SMU,American Athletic,603,365.0,230.0
2014,South Alabama,Sun Belt,790,366.0,407.0
2014,South Carolina,SEC,911,469.99999999999994,425.0
2014,Southern Mississippi,Conference USA,723,433.0,274.0
2014,South Florida,American Athletic,699,352.99999999999994,332.0
2014,Stanford,Pac-12,735,337.0,386.0
2014,Syracuse,ACC,761,379.0,363.0
2014,TCU,Big 12,837,451.0,364.0
2014,Temple,American Athletic,698,393.0,292.0
2014,Tennessee,SEC,873,458.0,398.0
2014,Texas,Big 12,804,393.0,396.0
2014,Texas A&M,SEC,763,439.00000000000006,314.0
2014,Texas State,Sun Belt,854,374.0,468.00000000000006
2014,Texas Tech,Big 12,852,526.0,315.0
2014,Toledo,Mid-American,830,348.0,469.0
2014,Troy,Sun Belt,712,333.0,369.0
2014,Tulane,American Athletic,780,413.0,358.0
2014,Tulsa,American Athletic,849,439.0,397.0
2014,UAB,Conference USA,744,297.0,437.0
2014,UCF,American Athletic,866,417.0,430.0
2014,UCLA,Pac-12,898,428.0,454.0
2014,UMass,FBS Independents,803,482.99999999999994,313.0
2014,UNLV,Mountain West,889,484.0,389.0
2014,USC,Pac-12,860,453.0,397.0
2014,Utah,Pac-12,851,371.0,456.99999999999994
2014,Utah State,Mountain West,838,382.0,444.0
2014,UTEP,Conference USA,758,265.0,478.0
2014,UT San Antonio,Conference USA,741,359.0,365.0
2014,Vanderbilt,SEC,645,303.0,334.0
2014,Virginia,ACC,846,427.0,396.0
2014,Virginia Tech,ACC,918,458.0,442.0
2014,Wake Forest,ACC,720,411.0,294.0
2014,Washington,Pac-12,854,366.0,469.00000000000006
2014,Washington State,Pac-12,902,702.0,188.0
2014,Western Kentucky,Conference USA,899,529.0,355.0
2014,Western Michigan,Mid-American,732,325.0,396.00000000000006
2014,West Virginia,Big 12,1034,525.0,478.0
2014,Wisconsin,Big Ten,812,283.0,511.0
2014,Wyoming,Mountain West,728,370.0,346.0
2015,Air Force,Mountain West,864,161.0,691.0
2015,Akron,Mid-American,792,335.0,440.99999999999994
2015,Alabama,SEC,980,429.0,526.0
2015,Appalachian State,Sun Belt,730,258.0,458.0
2015,Arizona,Pac-12,854,444.0,394.0
2015,Arizona State,Pac-12,1025,529.0,469.0
2015,Arkansas,SEC,821,360.0,452.99999999999994
2015,Arkansas State,Sun Belt,825,337.0,476.99999999999994
2015,Army,FBS Independents,696,116.0,573.0
2015,Auburn,SEC,883,321.0,539.0
2015,Ball State,Mid-American,776,412.0,350.0
2015,Baylor,Big 12,930,352.0,570.0
2015,Boise State,Mountain West,897,482.0,394.0
2015,Boston College,ACC,679,237.0,436.00000000000006
2015,Bowling Green,Mid-American,945,532.0,407.0
2015,Buffalo,Mid-American,743,398.0,332.0
2015,BYU,FBS Independents,822,488.00000000000006,320.0
2015,California,Pac-12,877,521.0,338.0
2015,Central Michigan,Mid-American,806,469.99999999999994,322.0
2015,Charlotte,Conference USA,771,352.0,405.0
2015,Cincinnati,American Athletic,917,500.99999999999994,396.0
2015,Clemson,ACC,1091,496.0,569.0
2015,Colorado,Pac-12,818,408.0,395.0
2015,Colorado State,Mountain West,859,373.0,470.00000000000006
2015,Connecticut,American Athletic,771,354.0,400.00000000000006
2015,Duke,ACC,934,487.99999999999994,420.0
2015,East Carolina,American Athletic,842,474.0,358.0
2015,Eastern Michigan,Mid-American,690,352.0,326.0
2015,Florida,SEC,834,419.0,409.0
2015,Florida Atlantic,Conference USA,871,400.0,451.00000000000006
2015,Florida International,Conference USA,670,394.0,266.0
2015,Florida State,ACC,782,410.0,351.0
2015,Fresno State,Mountain West,673,357.0,307.0
2015,Georgia,SEC,722,305.0,399.00000000000006
2015,Georgia Southern,Sun Belt,713,122.0,577.0
2015,Georgia State,Sun Belt,834,487.0,335.0
2015,Georgia Tech,ACC,658,185.00000000000003,465.0
2015,Hawai'i,Mountain West,640,329.0,305.0
2015,Houston,American Athletic,978,419.0,547.0
2015,Illinois,Big Ten,755,468.0,271.0
2015,Indiana,Big Ten,1041,451.0,566.0
2015,Iowa,Big Ten,858,362.0,480.00000000000006
2015,Iowa State,Big 12,799,390.0,395.0
2015,Kansas,Big 12,635,342.0,288.0
2015,Kansas State,Big 12,807,346.0,442.0
2015,Kent State,Mid-American,533,233.0,295.0
2015,Kentucky,SEC,772,398.99999999999994,356.0
2015,Liberty,FBS Independents,134,60.0,71.0
2015,Louisiana,Sun Belt,730,344.0,375.00000000000006
2015,Louisiana Monroe,Sun Belt,762,453.00000000000006,299.0
2015,Louisiana Tech,Conference USA,764,419.0,323.0
2015,Louisville,ACC,859,427.0,417.0
2015,LSU,SEC,766,287.0,466.00000000000006
2015,Marshall,Conference USA,866,445.0,404.0
2015,Maryland,Big Ten,772,378.0,383.0
2015,Memphis,American Athletic,908,441.0,444.0
2015,Miami,ACC,773,401.0,344.0
2015,Miami (OH),Mid-American,707,364.99999999999994,332.0
2015,Michigan,Big Ten,781,384.0,380.0
2015,Michigan State,Big Ten,950,439.0,498.0
2015,Middle Tennessee,Conference USA,797,437.0,351.0
2015,Minnesota,Big Ten,819,409.0,395.0
2015,Mississippi State,SEC,852,501.0,337.0
2015,Missouri,SEC,732,370.99999999999994,345.0
2015,Navy,American Athletic,814,134.0,668.0
2015,NC State,ACC,830,402.0,422.99999999999994
2015,Nebraska,Big Ten,925,444.0,461.0
2015,Nevada,Mountain West,869,337.0,515.0
2015,New Mexico,Mountain West,815,224.00000000000003,583.0
2015,New Mexico State,FBS Independents,780,419.0,351.0
2015,North Carolina,ACC,807,380.0,407.99999999999994
2015,Northern Illinois,Mid-American,981,404.0,563.0
2015,North Texas,Conference USA,618,308.0,301.0
2015,Northwestern,Big Ten,864,327.0,519.0
2015,Notre Dame,FBS Independents,825,395.0,415.0
2015,Ohio,Mid-American,869,395.0,459.0
2015,Ohio State,Big Ten,809,307.0,492.0
2015,Oklahoma,Big 12,871,428.0,428.0
2015,Oklahoma State,Big 12,868,496.0,355.0
2015,Old Dominion,Conference USA,750,415.0,324.0
2015,Ole Miss,SEC,841,450.0,373.0
2015,Oregon,Pac-12,962,393.0,548.0
2015,Oregon State,Pac-12,691,310.0,371.0
2015,Penn State,Big Ten,794,420.99999999999994,355.0
2015,Pittsburgh,ACC,844,358.0,470.99999999999994
2015,Purdue,Big Ten,828,468.99999999999994,354.0
2015,Rice,Conference USA,705,314.0,383.0
2015,Rutgers,Big Ten,704,306.0,386.0
2015,San Diego State,Mountain West,820,242.0,561.0
2015,San José State,Mountain West,860,395.0,452.0
2015,SMU,American Athletic,731,344.0,379.0
2015,South Alabama,Sun Belt,762,346.0,403.0
2015,South Carolina,SEC,764,363.0,381.0
2015,Southern Mississippi,Conference USA,923,522.0,389.0
2015,South Florida,American Athletic,801,288.0,501.0
2015,Stanford,Pac-12,834,311.0,506.0
2015,Syracuse,ACC,677,292.0,369.00000000000006
2015,TCU,Big 12,956,487.0,451.0
2015,Temple,American Athletic,910,440.0,446.0
2015,Tennessee,SEC,878,358.0,500.0
2015,Texas,Big 12,707,244.0,450.0
2015,Texas A&M,SEC,918,486.99999999999994,409.0
2015,Texas State,Sun Belt,640,298.0,333.0
2015,Texas Tech,Big 12,978,569.0,394.0
2015,Toledo,Mid-American,768,355.0,394.0
2015,Troy,Sun Belt,650,370.0,265.0
2015,Tulane,American Athletic,670,356.00000000000006,302.0
2015,Tulsa,American Athletic,1035,504.0,513.0
2015,UCF,American Athletic,647,358.0,276.0
2015,UCLA,Pac-12,844,459.99999999999994,364.0
2015,UMass,FBS Independents,825,476.00000000000006,337.0
2015,UNLV,Mountain West,755,344.0,400.00000000000006
2015,USC,Pac-12,916,466.0,437.0
2015,Utah,Pac-12,907,365.0,519.0
2015,Utah State,Mountain West,788,384.0,393.0
2015,UTEP,Conference USA,647,305.0,328.0
2015,UT San Antonio,Conference USA,799,375.0,413.0
2015,Vanderbilt,SEC,804,365.0,426.0
2015,Virginia,ACC,798,402.0,379.0
2015,Virginia Tech,ACC,891,399.0,469.00000000000006
2015,Wake Forest,ACC,774,427.0,338.0
2015,Washington,Pac-12,786,406.0,365.0
2015,Washington State,Pac-12,1005,745.0,240.0
2015,Western Kentucky,Conference USA,856,506.0,336.0
2015,Western Michigan,Mid-American,750,365.0,368.0
2015,West Virginia,Big 12,884,387.0,476.0
2015,Wisconsin,Big Ten,854,403.0,433.0
2015,Wyoming,Mountain West,697,295.0,399.00000000000006
2016,Air Force,Mountain West,838,154.0,662.0
2016,Akron,Mid-American,703,385.99999999999994,306.0
2016,Alabama,SEC,921,397.0,503.0
2016,Appalachian State,Sun Belt,759,290.0,455.0
2016,Arizona,Pac-12,577,233.0,336.0
2016,Arizona State,Pac-12,845,424.00000000000006,397.0
2016,Arkansas,SEC,834,400.0,421.0
2016,Arkansas State,Sun Belt,805,377.0,413.99999999999994
2016,Army,FBS Independents,728,102.0,621.0
2016,Auburn,SEC,826,293.0,507.0
2016,Ball State,Mid-American,861,407.0,439.0
2016,Baylor,Big 12,945,438.0,497.0
2016,Boise State,Mountain West,785,379.0,397.0
2016,Boston College,ACC,729,283.0,434.99999999999994
2016,Bowling Green,Mid-American,757,365.0,382.0
2016,Buffalo,Mid-American,724,369.0,344.0
2016,BYU,FBS Independents,839,384.0,439.00000000000006
2016,California,Pac-12,977,591.0,364.0
2016,Central Michigan,Mid-American,780,452.00000000000006,320.0
2016,Charlotte,Conference USA,724,355.0,361.0
2016,Cincinnati,American Athletic,792,446.0,332.0
2016,Clemson,ACC,1038,572.0,452.0
2016,Colorado,Pac-12,862,404.0,442.0
2016,Colorado State,Mountain West,709,297.0,403.0
2016,Connecticut,American Athletic,717,351.0,353.0
2016,Duke,ACC,756,405.0,347.0
2016,East Carolina,American Athletic,849,521.0,310.0
2016,Eastern Michigan,Mid-American,936,497.0,421.0
2016,Florida,SEC,797,410.0,365.0
2016,Florida Atlantic,Conference USA,696,329.0,357.00000000000006
2016,Florida International,Conference USA,760,391.0,356.0
2016,Florida State,ACC,830,402.0,412.0
2016,Fresno State,Mountain West,757,380.99999999999994,361.0
2016,Georgia,SEC,875,385.0,473.0
2016,Georgia Southern,Sun Belt,818,256.0,544.0
2016,Georgia State,Sun Belt,728,417.99999999999994,299.0
2016,Georgia Tech,ACC,713,165.0,533.0
2016,Hawai'i,Mountain West,756,384.0,364.0
2016,Houston,American Athletic,968,511.00000000000006,440.0
2016,Illinois,Big Ten,611,321.0,278.0
2016,Indiana,Big Ten,980,471.0,492.0
2016,Iowa,Big Ten,747,309.0,428.0
2016,Iowa State,Big 12,730,372.0,341.0
2016,Kansas,Big 12,699,410.00000000000006,277.0
2016,Kansas State,Big 12,833,320.0,495.99999999999994
2016,Kent State,Mid-American,593,236.0,345.0
2016,Kentucky,SEC,804,317.0,471.0
2016,Liberty,FBS Independents,125,65.0,60.0
2016,Louisiana,Sun Belt,849,352.0,479.0
2016,Louisiana Monroe,Sun Belt,709,303.0,396.0
2016,Louisiana Tech,Conference USA,895,536.0,336.0
2016,Louisville,ACC,755,391.0,346.0
2016,LSU,SEC,706,296.0,399.0
2016,Marshall,Conference USA,583,355.0,226.0
2016,Maryland,Big Ten,706,327.0,371.0
2016,Memphis,American Athletic,834,471.00000000000006,343.0
2016,Miami,ACC,825,433.99999999999994,371.0
2016,Miami (OH),Mid-American,816,387.0,417.99999999999994
2016,Michigan,Big Ten,754,325.0,411.00000000000006
2016,Michigan State,Big Ten,769,349.0,405.00000000000006
2016,Middle Tennessee,Conference USA,811,478.0,318.0
2016,Minnesota,Big Ten,861,327.0,513.0
2016,Mississippi State,SEC,867,381.0,475.0
2016,Missouri,SEC,805,398.0,401.0
2016,Navy,American Athletic,802,173.0,622.0
2016,NC State,ACC,868,418.0,441.0
2016,Nebraska,Big Ten,855,377.0,466.99999999999994
2016,Nevada,Mountain West,643,285.0,349.0
2016,New Mexico,Mountain West,763,177.0,575.0
2016,New Mexico State,FBS Independents,718,379.0,327.0
2016,North Carolina,ACC,808,444.00000000000006,348.0
2016,Northern Illinois,Mid-American,798,352.0,436.0
2016,North Texas,Conference USA,795,435.0,351.0
2016,Northwestern,Big Ten,958,513.0,436.0
2016,Notre Dame,FBS Independents,750,383.00000000000006,351.0
2016,Ohio,Mid-American,974,447.0,498.0
2016,Ohio State,Big Ten,785,344.0,426.0
2016,Oklahoma,Big 12,874,369.0,495.99999999999994
2016,Oklahoma State,Big 12,892,463.0,410.0
2016,Old Dominion,Conference USA,729,327.0,391.0
2016,Ole Miss,SEC,860,471.0,367.0
2016,Oregon,Pac-12,777,368.0,399.0
2016,Oregon State,Pac-12,709,334.0,363.0
2016,Penn State,Big Ten,848,384.0,443.0
2016,Pittsburgh,ACC,827,323.0,494.0
2016,Purdue,Big Ten,792,487.00000000000006,295.0
2016,Rice,Conference USA,744,367.0,369.0
2016,Rutgers,Big Ten,664,306.0,350.0
2016,San Diego State,Mountain West,777,245.0,512.0
2016,San José State,Mountain West,749,358.0,376.0
2016,SMU,American Athletic,831,415.0,397.0
2016,South Alabama,Sun Belt,843,418.0,414.0
2016,South Carolina,SEC,844,423.00000000000006,407.0
2016,Southern Mississippi,Conference USA,901,458.0,426.0
2016,South Florida,American Athletic,747,296.0,442.0
2016,Stanford,Pac-12,743,292.0,430.99999999999994
2016,Syracuse,ACC,850,487.00000000000006,355.0
2016,TCU,Big 12,904,487.00000000000006,400.0
2016,Temple,American Athletic,902,408.0,472.0
2016,Tennessee,SEC,841,375.0,456.0
2016,Texas,Big 12,972,407.0,548.0
2016,Texas A&M,SEC,860,434.0,411.0
2016,Texas State,Sun Belt,661,363.0,292.0
2016,Texas Tech,Big 12,915,590.0,311.0
2016,Toledo,Mid-American,764,365.0,385.99999999999994
2016,Troy,Sun Belt,717,366.99999999999994,336.0
2016,Tulane,American Athletic,729,255.0,464.0
2016,Tulsa,American Athletic,958,405.0,535.0
2016,UCF,American Athletic,793,394.0,382.0
2016,UCLA,Pac-12,830,503.00000000000006,313.0
2016,UMass,FBS Independents,723,423.0,292.0
2016,UNLV,Mountain West,728,273.0,440.0
2016,USC,Pac-12,852,438.0,396.0
2016,Utah,Pac-12,940,408.0,511.0
2016,Utah State,Mountain West,729,364.0,353.0
2016,UTEP,Conference USA,539,255.0,281.0
2016,UT San Antonio,Conference USA,787,366.0,411.0
2016,Vanderbilt,SEC,867,405.0,445.99999999999994
2016,Virginia,ACC,775,468.0,302.0
2016,Virginia Tech,ACC,930,426.0,483.99999999999994
2016,Wake Forest,ACC,879,381.0,476.0
2016,Washington,Pac-12,735,380.0,340.0
2016,Washington State,Pac-12,931,625.0,297.0
2016,Western Kentucky,Conference USA,711,376.00000000000006,316.0
2016,Western Michigan,Mid-American,850,340.0,492.0
2016,West Virginia,Big 12,897,403.0,479.0
2016,Wisconsin,Big Ten,906,329.0,558.0
2016,Wyoming,Mountain West,877,362.0,504.00000000000006
2017,Air Force,Mountain West,820,154.0,657.0
2017,Akron,Mid-American,745,398.00000000000006,341.0
2017,Alabama,SEC,788,316.0,455.99999999999994
2017,Appalachian State,Sun Belt,780,329.0,434.0
2017,Arizona,Pac-12,840,302.0,523.0
2017,Arizona State,Pac-12,957,439.0,499.0
2017,Arkansas,SEC,692,312.0,374.0
2017,Arkansas State,Sun Belt,885,494.99999999999994,374.0
2017,Army,FBS Independents,756,62.0,691.0
2017,Auburn,SEC,924,386.0,518.0
2017,Ball State,Mid-American,724,352.0,363.0
2017,Baylor,Big 12,811,447.0,344.0
2017,Boise State,Mountain West,921,439.0,463.0
2017,Boston College,ACC,887,362.0,512.0
2017,Bowling Green,Mid-American,739,386.00000000000006,336.0
2017,Buffalo,Mid-American,824,408.0,401.0
2017,BYU,FBS Independents,769,401.0,356.0
2017,California,Pac-12,864,484.00000000000006,360.0
2017,Central Michigan,Mid-American,841,448.0,386.0
2017,Charlotte,Conference USA,671,309.0,358.0
